date,time,team,name,card,type
2024-12-09,12:23:16,Blue,Nishant,7♥,Block
2024-12-09,12:25:27,Red,Jaemo,J♣,Block
2024-12-09,12:29:59,Red,Howard,J♥,Block
2024-12-09,12:32:07,Green,Daniel,J♠,Block
2024-12-09,12:35:16,Blue,Russel,7♦,Block
2024-12-09,12:40:33,Green,Behring,J♣,Block
2024-12-09,12:43:03,Green,Brian,J♥,Block
2024-12-09,12:43:52,Blue,Russel,J♦,Block
2024-12-09,12:50:41,Blue,Jose,J♠,Block
2024-12-09,12:55:53,Red,Jaemo,J♣,Block
2024-12-04,12:14:19,Blue,Russel,J♥,Block
2024-12-04,12:19:04,Blue,Jaemo,J♣,Block
2024-12-04,12:21:33,Green,Ghost,3♠,Block
2024-12-04,12:23:39,Green,Behring,J♠,Block
2024-12-04,12:23:47,Green,Jose,9♥,Block
2024-12-04,12:27:30,Green,Daniel,4♠,Block
2024-12-04,12:28:07,Green,Larah,J♠,Block
2024-12-04,12:31:43,Green,Larah,J♠,Block
2024-12-04,12:38:17,Green,Larah,J♠,Block
2024-12-04,12:38:26,Blue,Russel,K♥,Block
2024-12-04,12:41:51,Blue,Brian,J♥,Block
2024-12-04,12:47:50,Green,Howard,J♠,Block
2024-12-04,12:48:23,Blue,Brian,J♠,Block
2024-12-04,12:52:41,Blue,Paul,J♠,Block
2024-12-04,12:58:53,Blue,Nishant,6♥,Block
2024-12-03,12:08:12,Green,Larah,J♠,Block
2024-12-03,12:12:56,Green,Howard,Q♦,Block
2024-12-03,12:14:53,Blue,Brian,8♣,Block
2024-12-03,12:17:02,Green,Paul,J♥,Block
2024-12-03,12:21:30,Blue,Behring,J♠,Block
2024-12-03,12:22:59,Green,Mel,J♣,Block
2024-12-03,12:33:09,Blue,Nishant,10♥,Block
2024-12-03,12:38:05,Blue,Daniel,J♥,Block
2024-12-03,12:41:09,Blue,Nishant,A♠,Block
2024-12-03,12:44:27,Green,Mel,9♥,Block
2024-12-03,12:45:29,Blue,Brian,J♠,Block
2024-12-03,12:49:23,Blue,Behring,J♥,Block
2024-12-03,12:51:26,Blue,Daniel,J♠,Block
2024-12-03,12:51:37,Green,Howard,J♥,Block
2024-12-03,12:52:28,Green,Howard,J♥,Block
2024-12-03,12:52:40,Blue,Daniel,J♣,Block
2024-12-03,12:53:32,Green,Howard,J♣,Block
2024-12-03,12:55:12,Green,Mel,J♦,Block
2024-12-03,12:57:57,Green,Paul,J♥,Block
2024-12-03,12:59:33,Blue,Behring,J♥,Block
2024-12-03,13:00:14,Green,Mel,J♠,Block
2024-12-02,12:23:40,Green,Jaemo,9♣,Block
2024-12-02,12:23:49,Green,Jaemo,4♦,Block
2024-12-02,12:27:16,Green,Jose,7♦,Block
2024-12-02,12:28:50,Green,Brian,K♠,Block
2024-12-02,12:36:48,Green,Behring,J♠,Block
2024-12-02,12:38:36,Blue,Maya,Q♥,Block
2024-12-02,12:48:03,Blue,Russel,J♣,Block
2024-12-02,12:53:07,Blue,Brian,J♥,Block
2024-12-02,12:58:27,Blue,Jaemo,J♠,Block
2024-11-26,12:03:32,Green,Paul,J♥,Block
2024-11-26,12:14:06,Green,Mel,3♥,Block
2024-11-26,12:14:45,Blue,Larah,J♠,Block
2024-11-26,12:16:04,Green,Mel,J♣,Block
2024-11-26,12:27:37,Green,Russel,J♠,Block
2024-11-26,12:28:38,Green,Daniel,J♦,Block
2024-11-26,12:33:07,Green,Mel,7♥,Block
2024-11-26,12:35:18,Green,Maya,J♠,Block
2024-11-26,12:38:35,Blue,Larah,2♠,Block
2024-11-26,12:40:11,Green,Daniel,2♣,Block
2024-11-26,12:49:04,Blue,Nishant,2♥,Block
2024-11-26,12:51:55,Blue,Nishant,9♣,Block
2024-11-26,12:52:38,Green,Maya,J♣,Block
2024-11-26,12:54:24,Green,Mel,J♠,Block
2024-11-26,12:55:24,Blue,Nishant,Q♦,Block
2024-11-26,13:01:23,Green,Daniel,A♥,Block
2024-11-26,13:05:20,Green,Maya,3♠,Block
2024-11-26,13:06:51,Green,Russel,J♦,Block
2024-11-26,13:07:52,Green,Mel,10♦,Block
2024-11-25,12:11:26,Red,Mel,J♥,Block
2024-11-25,12:17:47,Blue,Daniel,J♥,Block
2024-11-25,12:19:48,Green,Russel,J♠,Block
2024-11-25,12:21:30,Green,Kenji,10♣,Block
2024-11-25,12:22:00,Red,Mel,A♣,Block
2024-11-25,12:26:37,Green,Daniel,J♠,Block
2024-11-25,12:30:04,Green,Nishant,J♣,Block
2024-11-25,12:30:48,Green,Mel,J♥,Block
2024-11-25,12:34:27,Green,Mel,J♠,Block
2024-11-25,12:38:39,Green,Mel,J♠,Block
2024-11-25,12:38:50,Blue,Russel,J♥,Block
2024-11-25,12:40:19,Green,Daniel,2♥,Block
2024-11-25,12:40:36,Green,Daniel,9♣,Block
2024-11-25,12:43:27,Blue,Jose,J♥,Block
2024-11-25,12:46:56,Blue,Jaemo,5♥,Block
2024-11-25,12:55:00,Green,Daniel,J♦,Block
2024-11-25,12:55:11,Green,Kenji,J♥,Block
2024-11-25,12:55:32,Blue,Jaemo,J♠,Block
2024-11-25,12:56:07,Green,Kenji,J♦,Block
2024-11-25,12:57:17,Green,Kenji,J♠,Block
2024-11-25,13:00:33,Blue,Maya,A♠,Block
2024-11-25,13:01:13,Green,Nishant,9♠,Block
2024-11-20,12:17:51,Green,Nishant,3♥,Block
2024-11-20,12:19:04,Green,Howard,J♥,Block
2024-11-20,12:21:41,Green,Paul,7♠,Block
2024-11-20,12:28:40,Green,Paul,J♥,Block
2024-11-20,12:31:48,Green,Paul,J♥,Block
2024-11-20,12:37:50,Green,Paul,5♣,Block
2024-11-20,12:39:06,Blue,Behring,J♥,Block
2024-11-20,12:40:32,Green,Howard,8♣,Block
2024-11-20,12:45:01,Blue,Behring,J♥,Block
2024-11-20,12:49:01,Blue,Behring,J♠,Block
2024-11-20,12:51:43,Green,Nishant,9♥,Block
2024-11-20,12:58:29,Green,Howard,J♥,Block
2024-11-20,12:59:16,Green,Paul,J♠,Block
2024-11-19,12:06:17,Blue,Nishant,J♥,Block
2024-11-19,12:14:34,Blue,Nishant,Q♠,Block
2024-11-19,12:16:04,Green,Larah,10♦,Block
2024-11-19,12:26:56,Green,Larah,J♥,Block
2024-11-19,12:27:18,Blue,Brian,J♠,Block
2024-11-19,12:28:09,Blue,Mel,A♠,Block
2024-11-19,12:35:13,Green,Larah,J♥,Block
2024-11-19,12:35:20,Green,Larah,J♥,Block
2024-11-19,12:36:07,Green,Daniel,10♠,Block
2024-11-19,12:37:25,Blue,Howard,J♠,Block
2024-11-19,12:39:58,Green,Larah,J♦,Block
2024-11-19,12:41:54,Green,Maya,J♠,Block
2024-11-19,12:44:44,Green,Daniel,J♦,Block
2024-11-19,12:50:35,Green,Maya,J♥,Block
2024-11-19,12:52:50,Blue,Nishant,J♥,Block
2024-11-19,12:54:14,Blue,Brian,J♠,Block
2024-11-19,12:55:22,Green,Daniel,J♠,Block
2024-11-19,12:58:37,Green,Daniel,J♥,Block
2024-11-19,12:59:24,Blue,Howard,6♥,Block
2024-11-19,13:00:05,Blue,Nishant,J♠,Block
2024-11-19,13:01:01,Blue,Nishant,J♠,Block
2024-11-18,12:08:32,Green,Jose,J♥,Block
2024-11-18,12:13:49,Green,Howard,J♣,Block
2024-11-18,12:17:09,Blue,Mel,5♠,Block
2024-11-18,12:17:40,Green,Jose,J♥,Block
2024-11-18,12:18:13,Green,Jose,J♥,Block
2024-11-18,12:18:27,Green,Nishant,J♦,Block
2024-11-18,12:19:36,Green,Howard,J♠,Block
2024-11-18,12:33:08,Green,Nishant,J♠,Block
2024-11-18,12:40:20,Red,Kenji,J♥,Block
2024-11-18,12:40:41,Red,Howard,J♦,Block
2024-11-18,12:45:21,Blue,Jose,J♠,Block
2024-11-18,12:50:50,Red,Kenji,J♠,Block
2024-11-18,12:53:08,Green,Brian,J♦,Block
2024-11-18,12:56:56,Green,Brian,J♣,Block
2024-11-18,12:58:18,Red,Maya,J♦,Block
2024-11-18,12:59:12,Red,Kenji,J♥,Block
2024-11-18,13:01:24,Red,Howard,5♠,Block
2024-11-13,12:21:30,Blue,Nishant,J♥,Block
2024-11-13,12:26:00,Green,Daniel,J♠,Block
2024-11-13,12:27:13,Blue,Nishant,2♥,Block
2024-11-13,12:30:26,Blue,Nishant,J♠,Block
2024-11-13,12:32:44,Blue,Larah,Q♥,Block
2024-11-13,12:40:18,Green,Howard,J♥,Block
2024-11-13,12:42:45,Blue,Paul,J♠,Block
2024-11-13,12:49:11,Blue,Behring,J♠,Block
2024-11-13,12:59:18,Blue,Paul,J♥,Block
2024-11-13,12:59:52,Blue,Behring,5♦,Block
2024-11-13,13:00:45,Blue,Paul,J♥,Block
2024-11-13,13:01:35,Blue,Paul,J♥,Block
2024-11-13,13:01:46,Blue,Paul,5♥,Block
2024-11-12,12:09:27,Green,Paul,8♥,Block
2024-11-12,12:17:24,Red,Nishant,J♥,Block
2024-11-12,12:21:47,Red,Nishant,J♠,Block
2024-11-12,12:24:00,Red,Nishant,J♠,Block
2024-11-12,12:28:08,Red,Maya,5♠,Block
2024-11-12,12:29:06,Green,Larah,J♥,Block
2024-11-12,12:34:26,Red,Maya,J♥,Block
2024-11-12,12:43:05,Red,Nishant,A♥,Block
2024-11-12,12:49:15,Green,Larah,4♦,Block
2024-11-12,12:51:20,Green,Behring,J♠,Block
2024-11-12,12:56:20,Blue,Mel,J♥,Block
2024-11-12,12:56:36,Green,Larah,J♥,Block
2024-11-11,12:16:23,Green,Nishant,J♠,Block
2024-11-11,12:16:54,Blue,Kenji,J♣,Block
2024-11-11,12:17:21,Blue,Jose,J♦,Block
2024-11-11,12:19:42,Green,Kenji,J♦,Block
2024-11-11,12:20:07,Green,Behring,10♥,Block
2024-11-11,12:27:29,Blue,Jose,J♥,Block
2024-11-11,12:30:19,Green,Mel,J♣,Block
2024-11-11,12:34:55,Blue,Kenji,6♦,Block
2024-11-11,12:37:47,Green,Paul,J♣,Block
2024-11-11,12:40:37,Green,Nishant,J♣,Block
2024-11-11,12:42:21,Green,Mel,J♥,Block
2024-11-11,12:52:08,Green,Larah,J♥,Block
2024-11-11,12:52:25,Blue,Maya,6♥,Block
2024-11-11,12:54:59,Green,Larah,J♠,Block
2024-11-11,12:55:39,Blue,Jose,J♦,Block
2024-11-06,12:07:00,Blue,Behring,J♠,Block
2024-11-06,12:14:27,Green,Howard,J♠,Block
2024-11-06,12:18:47,Green,Mel,9♠,Block
2024-11-06,12:19:02,Blue,Larah,J♠,Block
2024-11-06,12:21:13,Blue,Nishant,6♦,Block
2024-11-06,12:24:46,Green,Jaemo,J♥,Block
2024-11-06,12:26:36,Blue,Nishant,J♠,Block
2024-11-06,12:32:31,Green,Howard,8♦,Block
2024-11-06,12:32:41,Green,Brian,Q♣,Block
2024-11-06,12:33:51,Green,Mel,A♦,Block
2024-11-06,12:39:03,Green,Jaemo,J♠,Block
2024-11-06,12:41:03,Blue,Nishant,8♥,Block
2024-11-06,12:43:37,Green,Mel,J♣,Block
2024-11-06,12:46:20,Blue,Daniel,J♥,Block
2024-11-06,12:47:17,Blue,Daniel,J♠,Block
2024-11-06,12:48:28,Blue,Daniel,J♠,Block
2024-11-06,12:48:37,Blue,Behring,K♥,Block
2024-11-06,12:49:35,Blue,Behring,K♣,Block
2024-11-06,12:51:30,Blue,Daniel,3♣,Block
2024-11-06,12:52:39,Blue,Behring,J♥,Block
2024-11-06,12:54:10,Blue,Larah,A♠,Block
2024-11-06,12:54:26,Green,Brian,J♠,Block
2024-11-05,12:09:28,Blue,Larah,J♠,Block
2024-11-05,12:35:35,Green,Maya,J♠,Block
2024-11-05,12:38:37,Blue,Kenji,J♥,Block
2024-11-05,12:38:47,Green,Mel,6♦,Block
2024-11-05,12:39:14,Green,Maya,6♠,Block
2024-11-05,12:43:04,Green,Maya,7♥,Block
2024-11-05,12:43:09,Blue,Larah,J♦,Block
2024-11-05,12:49:50,Blue,Nishant,J♥,Block
2024-11-05,12:57:57,Blue,Daniel,7♥,Block
2024-11-05,12:58:58,Green,Paul,3♦,Block
2024-11-04,12:17:58,Green,Jaemo,J♠,Block
2024-11-04,12:18:19,Green,Jaemo,J♥,Block
2024-11-04,12:21:17,Red,Howard,J♠,Block
2024-11-04,12:27:50,Green,Jaemo,6♠,Block
2024-11-04,12:29:10,Red,Howard,J♠,Block
2024-11-04,12:32:44,Red,Howard,J♦,Block
2024-11-04,12:38:28,Blue,Maya,J♠,Block
2024-11-04,12:41:55,Red,Russel,J♦,Block
2024-11-04,12:47:40,Red,Kenji,J♥,Block
2024-11-04,12:53:44,Blue,Maya,Q♣,Block
2024-10-30,12:15:55,Blue,Poonam,J♠,Block
2024-10-30,12:35:59,Blue,Poonam,2♦,Block
2024-10-30,12:44:52,Blue,Russel,9♠,Block
2024-10-30,12:57:27,Green,Kenji,J♠,Block
2024-10-30,12:57:40,Blue,Paul,J♠,Block
2024-10-30,13:00:18,Blue,Larah,J♥,Block
2024-10-30,13:02:50,Blue,Larah,7♥,Block
2024-10-30,13:08:32,Blue,Poonam,4♠,Block
2024-10-29,12:17:39,Green,Howard,J♠,Block
2024-10-29,12:20:41,Green,Maya,4♦,Block
2024-10-29,12:22:43,Blue,Poonam,10♦,Block
2024-10-29,12:23:35,Blue,Poonam,6♠,Block
2024-10-29,12:23:59,Blue,Poonam,3♣,Block
2024-10-29,12:30:32,Blue,Paul,3♦,Block
2024-10-29,12:30:48,Blue,Paul,J♠,Block
2024-10-29,12:32:16,Blue,Poonam,J♦,Block
2024-10-29,12:36:50,Blue,Paul,J♥,Block
2024-10-29,12:37:34,Blue,Paul,J♥,Block
2024-10-29,12:37:50,Blue,Maya,J♥,Block
2024-10-29,12:41:59,Blue,Larah,10♣,Block
2024-10-29,12:42:56,Blue,Larah,J♥,Block
2024-10-29,12:44:13,Blue,Daniel,J♦,Block
2024-10-29,12:46:22,Blue,Poonam,7♥,Block
2024-10-29,12:47:46,Blue,Maya,9♥,Block
2024-10-29,12:49:49,Blue,Larah,J♣,Block
2024-10-29,12:56:28,Blue,Larah,J♦,Block
2024-10-29,12:57:11,Blue,Mel,9♠,Block
2024-10-28,12:09:59,Blue,Jaemo,A♣,Block
2024-10-28,12:26:59,Green,Daniel,J♥,Block
2024-10-28,12:37:01,Green,Daniel,Q♣,Block
2024-10-28,12:37:47,Blue,Behring,8♦,Block
2024-10-28,12:40:37,Green,Daniel,J♥,Block
2024-10-28,12:43:36,Blue,Russel,J♠,Block
2024-10-28,12:49:18,Green,Maya,5♣,Block
2024-10-28,12:50:06,Green,Daniel,J♣,Block
2024-10-28,12:52:31,Blue,Howard,J♣,Block
2024-10-28,12:56:33,Blue,Mel,J♠,Block
2024-10-28,12:57:41,Blue,Kenji,5♣,Block
2024-10-28,12:58:35,Green,Paul,J♦,Block
2024-10-28,12:58:57,Green,Maya,J♥,Block
2024-10-23,12:19:44,Blue,Poonam,6♣,Block
2024-10-23,12:19:58,Green,Behring,J♦,Block
2024-10-23,12:21:33,Blue,Nishant,J♠,Block
2024-10-23,12:25:57,Green,Behring,J♦,Block
2024-10-23,12:31:37,Red,Poonam,J♠,Block
2024-10-23,12:34:02,Red,Poonam,J♠,Block
2024-10-23,12:34:16,Blue,Jaemo,J♥,Block
2024-10-23,12:34:45,Blue,Jaemo,Q♦,Block
2024-10-23,12:38:58,Red,Daniel,J♣,Block
2024-10-23,12:51:44,Red,Paul,J♦,Block
2024-10-23,12:57:48,Green,Nishant,J♣,Block
2024-10-23,12:59:18,Green,Nishant,J♣,Block
2024-10-23,13:02:58,Red,Paul,10♦,Block
2024-10-23,13:03:10,Blue,Howard,8♥,Block
2024-10-22,12:08:41,Green,Larah,10♠,Block
2024-10-22,12:14:44,Green,Nishant,5♥,Block
2024-10-22,12:17:32,Green,Nishant,J♥,Block
2024-10-22,12:18:02,Green,Nishant,J♥,Block
2024-10-22,12:18:12,Green,Nishant,J♥,Block
2024-10-22,12:18:23,Blue,Russel,J♥,Block
2024-10-22,12:21:22,Blue,Russel,J♥,Block
2024-10-22,12:30:58,Blue,Mel,7♥,Block
2024-10-22,12:32:43,Red,Howard,9♦,Block
2024-10-22,12:32:58,Green,Behring,A♥,Block
2024-10-22,12:34:09,Blue,Russel,J♣,Block
2024-10-22,12:36:35,Green,Behring,J♥,Block
2024-10-22,12:42:20,Red,Maya,J♠,Block
2024-10-22,13:05:11,Green,Nishant,K♠,Block
2024-10-22,13:06:35,Blue,Paul,6♣,Block
2024-10-22,13:06:55,Green,Behring,7♠,Block
2024-10-21,12:15:57,Green,Daniel,J♣,Block
2024-10-21,12:16:58,Blue,Nishant,J♠,Block
2024-10-21,12:18:00,Blue,Nishant,J♠,Block
2024-10-21,12:18:12,Blue,Behring,3♠,Block
2024-10-21,12:20:05,Green,Howard,J♠,Block
2024-10-21,12:27:14,Green,Howard,J♠,Block
2024-10-21,12:29:57,Green,Kenji,9♠,Block
2024-10-21,12:49:05,Green,Howard,J♥,Block
2024-10-21,12:54:54,Green,Kenji,6♣,Block
2024-10-21,12:56:24,Green,Paul,J♠,Block
2024-10-21,12:56:35,Blue,Nishant,J♥,Block
2024-10-21,12:57:57,Green,Paul,J♣,Block
2024-10-21,12:58:59,Blue,Behring,6♣,Block
2024-10-16,12:12:03,Green,Daniel,J♣,Block
2024-10-16,12:24:42,Blue,Nishant,2♦,Block
2024-10-16,12:31:56,Blue,Jaemo,Q♠,Block
2024-10-16,12:40:05,Green,Kenji,J♦,Block
2024-10-16,12:44:44,Blue,Maya,J♥,Block
2024-10-16,12:50:17,Blue,Jaemo,J♥,Block
2024-10-16,12:52:03,Blue,Maya,J♦,Block
2024-10-16,12:53:09,Blue,Maya,J♦,Block
2024-10-16,12:54:59,Blue,Maya,J♦,Block
2024-10-16,12:55:07,Red,Howard,J♣,Block
2024-10-15,12:05:41,Blue,Andy,J♠,Block
2024-10-15,12:16:14,Green,Daniel,J♥,Block
2024-10-15,12:18:06,Green,Russel,4♠,Block
2024-10-15,12:20:30,Green,Daniel,J♥,Block
2024-10-15,12:26:57,Blue,Howard,3♣,Block
2024-10-15,12:27:50,Blue,Andy,J♠,Block
2024-10-15,12:31:53,Green,Nishant,J♥,Block
2024-10-15,12:37:57,Blue,Nishant,J♥,Block
2024-10-15,12:39:43,Green,Paul,5♣,Block
2024-10-15,12:45:39,Green,Daniel,J♠,Block
2024-10-15,12:56:18,Green,Paul,K♠,Block
2024-10-15,13:00:20,Green,Paul,J♠,Block
2024-10-14,12:36:00,Green,Kenji,J♠,Block
2024-10-14,12:36:57,Blue,Mel,J♦,Block
2024-10-14,12:48:11,Green,Larah,J♥,Block
2024-10-14,12:54:42,Blue,Mel,J♣,Block
2024-10-14,12:54:57,Green,Jaemo,J♥,Block
2024-10-14,13:01:01,Green,Jaemo,J♠,Block
2024-10-14,13:01:53,Green,Jaemo,J♠,Block
2024-10-14,13:02:45,Blue,Jose,J♣,Block
2024-10-14,13:04:09,Green,Nishant,7♥,Block
2024-10-09,12:17:17,Green,Nishant,6♠,Block
2024-10-09,12:31:45,Green,Russel,J♥,Block
2024-10-09,12:33:03,Blue,Behring,J♦,Block
2024-10-09,12:37:23,Green,Daniel,J♣,Block
2024-10-09,12:38:14,Green,Nishant,J♥,Block
2024-10-09,12:39:11,Green,Nishant,7♥,Block
2024-10-09,12:53:38,Green,Daniel,10♦,Block
2024-10-09,13:00:25,Green,Nishant,J♥,Block
2024-10-09,13:03:39,Green,Daniel,J♦,Block
2024-10-09,13:09:12,Blue,Larah,J♠,Block
2024-10-09,13:11:15,Blue,Larah,J♥,Block
2024-10-09,13:13:26,Blue,Larah,J♥,Block
2024-10-09,13:18:28,Blue,Larah,7♥,Block
2024-10-08,12:23:38,Green,Nishant,J♥,Block
2024-10-08,12:24:59,Blue,Nishant,J♥,Block
2024-10-08,12:25:10,Green,Behring,J♥,Block
2024-10-08,12:27:16,Blue,Paul,5♥,Block
2024-10-08,12:40:07,Blue,Paul,2♥,Block
2024-10-08,12:52:37,Blue,Paul,J♠,Block
2024-10-08,12:53:03,Green,Howard,5♦,Block
2024-10-08,12:53:41,Green,Mel,J♠,Block
2024-10-08,12:54:07,Green,Mel,J♠,Block
2024-10-08,12:56:55,Green,Behring,4♠,Block
2024-10-08,13:05:40,Blue,Daniel,5♥,Block
2024-10-08,13:07:50,Green,Howard,7♥,Block
2024-10-07,12:10:24,Blue,Maya,J♣,Block
2024-10-07,12:21:48,Green,Kenji,J♠,Block
2024-10-07,12:22:07,Green,Kenji,J♥,Block
2024-10-07,12:23:27,Blue,Nishant,J♠,Block
2024-10-07,12:24:37,Blue,Russel,J♣,Block
2024-10-07,12:25:39,Green,Larah,9♠,Block
2024-10-07,12:35:26,Green,Behring,A♦,Block
2024-10-07,12:35:48,Green,Daniel,J♥,Block
2024-10-07,12:36:28,Blue,Nishant,3♦,Block
2024-10-07,12:38:36,Blue,Kenji,J♣,Block
2024-10-07,12:41:41,Green,Behring,A♣,Block
2024-10-07,12:43:08,Green,Larah,J♥,Block
2024-10-07,12:47:38,Blue,Mel,J♠,Block
2024-10-07,12:48:05,Blue,Howard,J♠,Block
2024-10-07,12:48:56,Green,Paul,J♣,Block
2024-10-07,12:53:32,Blue,Kenji,K♥,Block
2024-10-07,12:55:11,Blue,Nishant,J♠,Block
2024-10-07,13:01:51,Blue,Maya,J♦,Block
2024-10-07,13:02:45,Green,Ghost,J♥,Block
2024-10-02,12:25:34,Green,Maya,3♠,Block
2024-10-02,12:32:23,Blue,Howard,J♦,Block
2024-10-02,12:40:24,Green,Larah,J♥,Block
2024-10-02,12:40:42,Green,Behring,J♠,Block
2024-10-02,12:41:58,Blue,Paul,J♦,Block
2024-10-02,12:46:39,Green,Maya,2♣,Block
2024-10-02,12:50:24,Green,Larah,J♦,Block
2024-10-02,12:57:16,Blue,Kenji,J♥,Block
2024-10-01,12:22:51,Blue,Nishant,J♥,Block
2024-10-01,12:28:41,Green,Kenji,J♦,Block
2024-10-01,12:37:15,Blue,Nishant,4♣,Block
2024-10-01,12:41:11,Blue,Larah,J♠,Block
2024-10-01,12:42:14,Blue,Daniel,J♣,Block
2024-10-01,12:46:37,Blue,Nishant,2♥,Block
2024-10-01,12:48:04,Green,Kenji,6♥,Block
2024-10-01,12:54:18,Green,Kenji,J♠,Block
2024-10-01,12:58:21,Green,Mel,J♣,Block
2024-10-01,13:00:08,Green,Mel,6♥,Block
2024-10-01,13:01:28,Green,Mel,6♥,Block
2024-09-30,12:15:47,Blue,Behring,J♣,Block
2024-09-30,12:23:56,Green,Maya,J♠,Block
2024-09-30,12:29:15,Green,Maya,J♥,Block
2024-09-30,12:32:00,Green,Larah,J♦,Block
2024-09-30,12:35:53,Blue,Mel,J♠,Block
2024-09-30,12:49:53,Green,Russel,J♠,Block
2024-09-25,13:24:12,Green,Mel,J♠,Block
2024-09-25,13:29:04,Green,Jose,J♣,Block
2024-09-25,13:29:29,Green,Kenji,J♠,Block
2024-09-25,13:29:44,Blue,Daniel,7♥,Block
2024-09-24,12:02:18,Green,Larah,8♣,Block
2024-09-24,12:26:24,Blue,Daniel,J♣,Block
2024-09-24,12:28:58,Blue,Nishant,J♥,Block
2024-09-24,12:29:50,Green,Russel,J♣,Block
2024-09-24,12:31:35,Blue,Daniel,J♠,Block
2024-09-24,12:43:55,Blue,Daniel,J♣,Block
2024-09-24,12:45:36,Green,Russel,J♥,Block
2024-09-24,12:49:21,Blue,Nishant,J♥,Block
2024-09-24,12:53:19,Green,Larah,J♠,Block
2024-09-24,12:53:51,Blue,Nishant,9♥,Block
2024-09-23,12:34:12,Green,Maya,J♠,Block
2024-09-23,12:36:14,Blue,Larah,J♠,Block
2024-09-23,12:37:52,Green,Nishant,10♥,Block
2024-09-23,12:39:28,Green,Nishant,10♥,Block
2024-09-23,12:39:38,Green,Maya,J♥,Block
2024-09-23,12:41:34,Green,Nishant,2♦,Block
2024-09-23,12:42:29,Green,Nishant,2♦,Block
2024-09-23,12:42:38,Green,Nishant,Q♣,Block
2024-09-23,12:52:06,Green,Maya,9♥,Block
2024-09-23,12:57:14,Blue,Daniel,5♠,Block
2024-09-18,12:09:15,Blue,Kenji,Q♦,Block
2024-09-18,12:16:20,Blue,Howard,9♦,Block
2024-09-18,12:16:31,Blue,Howard,3♥,Block
2024-09-18,12:18:13,Blue,Kenji,J♥,Block
2024-09-18,12:20:13,Blue,Behring,J♠,Block
2024-09-18,12:21:32,Green,Daniel,3♦,Block
2024-09-18,12:22:34,Blue,Howard,J♠,Block
2024-09-18,12:22:46,Green,Daniel,J♣,Block
2024-09-18,12:23:49,Green,Larah,A♣,Block
2024-09-18,12:24:34,Blue,Behring,A♦,Block
2024-09-18,12:32:57,Blue,Daniel,J♠,Block
2024-09-18,12:42:56,Green,Russel,J♠,Block
2024-09-18,12:43:53,Green,Larah,J♥,Block
2024-09-18,12:44:17,Green,Maya,J♦,Block
2024-09-16,12:18:29,Green,Jose,J♥,Block
2024-09-16,12:32:19,Green,Nishant,J♥,Block
2024-09-16,12:32:46,Green,Nishant,J♥,Block
2024-09-11,12:21:44,Green,Nishant,9♣,Block
2024-09-11,12:24:59,Blue,Mel,J♠,Block
2024-09-11,12:27:51,Green,Nishant,J♥,Block
2024-09-11,12:29:37,Green,Nishant,J♥,Block
2024-09-11,12:29:47,Blue,Howard,Q♥,Block
2024-09-11,12:31:10,Green,Daniel,J♠,Block
2024-09-11,12:34:57,Blue,Mel,Q♠,Block
2024-09-11,12:43:04,Green,Paul,5♣,Block
2024-09-11,12:46:24,Green,Paul,J♥,Block
2024-09-11,12:48:27,Blue,Mel,J♠,Block
2024-09-11,12:57:27,Green,Larah,J♠,Block
2024-09-11,12:57:48,Blue,Howard,J♠,Block
2024-09-10,12:10:49,Green,Daniel,J♣,Block
2024-09-10,12:15:24,Red,Maya,Q♣,Block
2024-09-09,12:21:11,Red,Kenji,J♠,Block
2024-09-09,12:26:58,Blue,Behring,J♥,Block
2024-09-09,12:51:19,Red,Behring,K♣,Block
2024-09-04,12:23:58,Blue,Daniel,J♣,Block
2024-09-04,12:25:53,Green,Larah,J♠,Block
2024-09-04,12:27:03,Blue,Behring,2♦,Block
2024-09-04,12:28:11,Blue,Behring,J♠,Block
2024-09-04,12:33:31,Blue,Behring,J♥,Block
2024-09-04,12:37:10,Green,Maya,Q♠,Block
2024-09-04,12:38:06,Green,Maya,J♥,Block
2024-09-04,12:39:45,Blue,Behring,J♣,Block
2024-09-03,12:27:00,Green,Larah,Q♦,Block
2024-09-03,12:29:42,Green,Larah,J♠,Block
2024-09-03,12:51:38,Green,Larah,J♠,Block
2024-09-03,13:00:44,Green,Kenji,J♣,Block
2024-08-28,12:17:41,Blue,Maya,8♣,Block
2024-08-28,12:25:04,Green,Nishant,J♥,Block
2024-08-28,12:26:36,Green,Nishant,4♥,Block
2024-08-28,12:40:36,Red,Nishant,J♥,Block
2024-08-28,12:45:57,Blue,Behring,9♠,Block
2024-08-28,12:47:32,Red,Nishant,J♠,Block
2024-08-27,12:31:15,Blue,Nishant,5♦,Block
2024-08-27,12:37:18,Green,Mel,3♦,Block
2024-08-27,12:43:34,Blue,Kenji,J♣,Block
2024-08-27,12:47:30,Green,Daniel,J♣,Block
2024-08-27,12:55:48,Blue,Kenji,A♠,Block
2024-08-26,12:25:09,Blue,Howard,10♥,Block
2024-08-26,12:30:10,Green,Nishant,A♥,Block
2024-08-26,12:58:19,Green,Mel,Q♥,Block
2024-08-21,12:11:48,Blue,Ghost,4♦,Block
2024-08-21,12:18:50,Red,Jaemo,10♠,Block
2024-08-19,12:03:40,Blue,Nishant,J♠,Block
2024-08-19,12:17:25,Blue,Paul,J♥,Block
2024-08-19,12:32:27,Green,Kenji,J♣,Block
